"R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"Northeast",36,"Junior high school",800,"Excellent",160,"Somewhat happy",172,"Junior high school",800
"Northeast",34,"Junior high school",800,"Good",163,"Very happy",180,"Senior high school",800
"Northeast",50,"Elementary school",300,"Not good",155,"Somewhat happy",167,"Junior high school",300
"Central West",34,"University",900,"Excellent",158,"Very happy",182,"University",10000
"Central West",34,"Senior high school",400,"Good",160,"Somewhat happy",181,"University",700
"Central West",23,"Junior high school",200,"Excellent",163,"Somewhat happy",173,"Junior high school",500
"Central West",42,"Senior high school",500,"Excellent",155,"Very happy",174,"Senior high school",300
"Central West",50,"Junior college",700,"Not good",159,"Somewhat happy",170,"Junior college",1000
"Central West",23,"Junior high school",400,"Excellent",162,"Somewhat happy",172,"Senior high school",4000
"Central West",49,"Junior college",900,"Good",158,"Very happy",165,"Senior high school",500
"Central West",44,"Junior college",200,"Good",155,"Somewhat happy",172,"Junior college",900
"Central West",31,"Senior high school",200,"Fair",163,"Somewhat happy",172,"Senior high school",500
"Central West",24,"Junior college",0,"Excellent",165,"Somewhat happy",180,"Junior college",600
"Central West",30,"Junior college",300,"Good",164,"Somewhat happy",170,"University",700
"Central West",41,"Senior high school",300,"Fair",158,"Somewhat happy",170,"Junior college",600
"Central West",49,"Senior high school",400,"Good",167,"Somewhat happy",170,"University",900
"Central West",35,"Junior high school",6000,"Good",162,"Very happy",170,"Elementary school",6000
"Central West",30,"Junior college",500,"Fair",170,"Somewhat happy",174,"Junior college",700
"Central West",42,"Junior college",700,"Good",154,"Somewhat happy",165,"Junior college",700
"Central West",44,"Junior high school",700,"Fair",158,"Somewhat happy",174,"Senior high school",600
"Central West",40,"Senior high school",700,"Fair",156,"Somewhat happy",178,"University",800
"Central West",33,"Senior high school",700,"Excellent",160,"Somewhat happy",174,"Junior high school",900
"Central West",25,"Senior high school",700,"Excellent",168,"Somewhat happy",172,"Senior high school",700
"Central West",42,"Senior high school",700,"Excellent",168,"Very happy",170,"Junior college",800
"Central West",29,"Senior high school",0,"Good",160,"Somewhat happy",180,"Junior high school",2000
"Central West",26,"Senior high school",700,"Good",161,"Very happy",172,"Junior college",500
"Central West",23,"Junior high school",0,"Excellent",159,"Somewhat happy",171,"Senior high school",800
"Central West",43,"Senior high school",500,"Not good",157,"Very unhappy",172,"Elementary school",3000
"Central West",31,"Senior high school",300,"Good",151,"Somewhat happy",170,"Elementary school",1000
"Central West",46,"Elementary school",200,"Good",157,"Somewhat happy",160,"Never attended school",700
"Central West",25,"Junior high school",200,"Good",160,"Very happy",167,"Junior high school",200
"Central West",44,"Never attended school",200,"Not good",160,"Somewhat happy",175,"Junior high school",200
"Central West",25,"Junior high school",300,"Good",158,"Somewhat happy",173,"Junior high school",600
"Central West",49,"Elementary school",500,"Fair",154,"Somewhat happy",170,"Elementary school",500
"Central West",26,"Junior high school",400,"Good",160,"Somewhat happy",174,"Junior high school",400
"Central West",26,"Senior high school",300,"Good",153,"Somewhat happy",180,"Senior high school",300
"Central West",48,"Elementary school",100,"Good",160,"Somewhat happy",170,"Elementary school",100
"Central West",27,"Junior high school",200,"Excellent",158,"Somewhat happy",168,"Junior high school",200
"Central West",48,"Elementary school",200,"Good",164,"Somewhat happy",172,"Never attended school",200
"Central West",57,"Senior high school",80,"Not good",158,"Not too happy",163,"Elementary school",80
"Central West",29,"Junior high school",200,"Excellent",156,"Not too happy",170,"Junior high school",500
"Central West",47,"Never attended school",200,"Excellent",160,"Somewhat happy",180,"Elementary school",200
"Central West",37,"Junior high school",100,"Excellent",165,"Somewhat happy",172,"Junior high school",400
"Central West",38,"Junior high school",300,"Good",158,"Somewhat happy",180,"Junior high school",400
"Central West",29,"Senior high school",500,"Excellent",165,"Somewhat happy",170,"Junior high school",600
"Central West",24,"Junior high school",200,"Not good",169,"Not too happy",178,"Junior high school",600
"Central West",28,"Senior high school",500,"Excellent",160,"Somewhat happy",173,"Junior high school",500
"Central West",30,"Junior high school",500,"Good",160,"Somewhat happy",174,"Junior high school",500
"Central West",27,"Senior high school",400,"Good",160,"Somewhat happy",175,"Junior high school",600
"Central West",26,"Junior high school",100,"Fair",164,"Somewhat happy",168,"Senior high school",600
"Central West",39,"Senior high school",100,"Excellent",165,"Somewhat happy",168,"Senior high school",1000
"Central West",50,"Never attended school",0,"Fair",160,"Somewhat happy",182,"Elementary school",400
"Central West",28,"Junior high school",500,"Good",161,"Not too happy",160,"Junior high school",400
"Central West",35,"Senior high school",1000,"Excellent",172,"Very happy",180,"Junior high school",2000
"Central West",51,"Elementary school",200,"Fair",163,"Not too happy",178,"Elementary school",200
"Coastal Easth",35,"Junior high school",500,"Good",154,"Somewhat happy",174,"Junior college",900
"Coastal Easth",58,"University",1000,"Excellent",155,"Very happy",165,"University",1000
"Coastal Easth",30,"Junior high school",0,"Excellent",160,"Very happy",170,"Senior high school",800
"Coastal Easth",32,"Junior college",2000,"Good",163,"Somewhat happy",168,"Junior college",3000
"Coastal Easth",37,"Junior college",800,"Fair",155,"Somewhat happy",170,"Junior college",3000
"Coastal Easth",30,"Junior high school",0,"Good",159,"Somewhat happy",169,"Senior high school",1000
"Coastal Easth",35,"Elementary school",400,"Excellent",156,"Very happy",174,"Elementary school",400
"Coastal Easth",61,"Senior high school",500,"Good",157,"Somewhat happy",170,"University",2000
"Coastal Easth",32,"Senior high school",1000,"Fair",158,"Very happy",172,"Senior high school",1000
"Coastal Easth",46,"Senior high school",700,"Fair",169,"Somewhat happy",178,"Senior high school",1000
"Coastal Easth",25,"Senior high school",600,"Good",164,"Somewhat happy",172,"Senior high school",1000
"Coastal Easth",23,"Elementary school",600,"Excellent",159,"Very happy",170,"Senior high school",3000
"Coastal Easth",54,"Senior high school",900,"Good",156,"Somewhat happy",168,"University",4000
"Coastal Easth",55,"Elementary school",200,"Good",161,"Not too happy",165,"Junior high school",800
"Coastal Easth",31,"Junior high school",1000,"Fair",160,"Somewhat happy",173,"Junior college",3000
"Coastal Easth",45,"Senior high school",1000,"Good",163,"Somewhat happy",169,"Senior high school",1000
"Coastal Easth",47,"Senior high school",900,"Good",167,"Somewhat happy",170,"Senior high school",900
"Coastal Easth",31,"Elementary school",300,"Good",158,"Somewhat happy",160,"Junior high school",300
"Coastal Easth",46,"Never attended school",200,"Good",158,"Somewhat happy",176,"Junior high school",200
"Coastal Easth",52,"Senior high school",500,"Not good",155,"Not too happy",170,"University",2000
"Coastal Easth",49,"Junior high school",600,"Excellent",158,"Very happy",172,"Junior high school",2000
"Coastal Easth",43,"Senior high school",500,"Good",160,"Somewhat happy",170,"Junior high school",1000
"Coastal Easth",29,"University",700,"Fair",161,"Somewhat happy",172,"Junior college",900
"Coastal Easth",40,"Senior high school",600,"Good",161,"Somewhat happy",168,"Senior high school",800
"Coastal Easth",40,"Elementary school",500,"Good",156,"Somewhat happy",167,"Senior high school",800
"Coastal Easth",37,"Never attended school",0,"Excellent",164,"Not too happy",171,"Senior high school",1000
"Coastal Easth",42,"Senior high school",1000,"Excellent",169,"Somewhat happy",172,"Senior high school",1000
"Coastal Easth",39,"Junior high school",500,"Excellent",164,"Somewhat happy",178,"Elementary school",600
"Coastal Easth",52,"Senior high school",1000,"Fair",158,"Somewhat happy",173,"Junior college",1000
"Coastal Easth",59,"Elementary school",400,"Not good",153,"Somewhat happy",173,"Senior high school",2000
"Coastal Easth",50,"Elementary school",300,"Good",160,"Somewhat happy",180,"Junior college",400
"Coastal Easth",38,"Junior high school",500,"Fair",163,"Somewhat happy",172,"Junior high school",1000
"Coastal Easth",30,"Elementary school",400,"Good",155,"Somewhat happy",165,"Junior high school",400
"Coastal Easth",44,"Elementary school",400,"Good",148,"Somewhat happy",162,"Elementary school",400
"Coastal Easth",45,"Junior high school",1000,"Good",158,"Somewhat happy",170,"Junior high school",0
"Coastal Easth",54,"Elementary school",700,"Good",156,"Somewhat happy",168,"Junior high school",600
"Coastal Easth",35,"Senior high school",500,"Fair",163,"Not too happy",174,"Junior high school",1000
"Coastal Easth",42,"Junior college",1000,"Good",166,"Very happy",180,"Junior college",2000
"Coastal Easth",44,"Junior high school",200,"Good",152,"Very happy",171,"Junior high school",2000
"Coastal Easth",56,"Junior high school",700,"Fair",155,"Somewhat happy",168,"Junior high school",700
"Coastal Easth",32,"Junior high school",0,"Excellent",158,"Somewhat happy",168,"Junior high school",500
"Coastal Easth",36,"Junior college",600,"Good",164,"Somewhat happy",178,"Senior high school",500
"Coastal Easth",46,"Elementary school",1000,"Good",156,"Not too happy",168,"Junior high school",500
"Coastal Easth",28,"Junior high school",6000,"Excellent",157,"Not too happy",168,"University",10000
"Coastal Easth",51,"Junior high school",600,"Excellent",161,"Very happy",170,"Elementary school",1000
"Coastal Easth",48,"Junior high school",600,"Good",158,"Somewhat happy",165,"Senior high school",1000
"Coastal Easth",58,"Junior high school",600,"Good",160,"Somewhat happy",172,"Elementary school",900
"Coastal Easth",48,"Junior high school",600,"Good",148,"Somewhat happy",168,"Junior high school",1000
"Coastal Easth",58,"Junior high school",700,"Good",162,"Somewhat happy",168,"Senior high school",1000
"Coastal Easth",35,"Junior high school",2000,"Good",157,"Somewhat happy",176,"Senior high school",500
"Coastal Easth",21,"Senior high school",2000,"Good",160,"Somewhat happy",177,"Senior high school",1000
"Coastal Easth",48,"Never attended school",200,"Fair",156,"Somewhat happy",164,"Elementary school",200
"Coastal Easth",54,"Never attended school",600,"Not good",155,"Somewhat happy",170,"Elementary school",100
"Coastal Easth",40,"Senior high school",500,"Excellent",160,"Very happy",180,"Senior high school",1000
"Coastal Easth",30,"Elementary school",700,"Fair",152,"Somewhat happy",166,"Senior high school",600
"Coastal Easth",46,"Junior college",1000,"Good",156,"Somewhat happy",175,"Junior high school",1000
"Coastal Easth",29,"Senior high school",1000,"Good",163,"Very happy",181,"Junior college",3000
"Coastal Easth",40,"Junior high school",300,"Good",160,"Somewhat happy",165,"Junior high school",300
"Coastal Easth",47,"Junior high school",700,"Not good",156,"Somewhat happy",175,"Junior high school",800
"Coastal Easth",45,"Junior high school",200,"Fair",156,"Somewhat happy",172,"Junior high school",400
"Inlands",32,"Elementary school",400,"Good",158,"Very happy",170,"Junior high school",400
"Inlands",42,"Never attended school",100,"Good",155,"Very happy",170,"Elementary school",100
"Inlands",48,"Never attended school",100,"Fair",160,"Somewhat happy",165,"Senior high school",100
"Inlands",31,"Junior high school",100,"Good",161,"Somewhat happy",170,"Elementary school",100
"Inlands",37,"Junior high school",400,"Good",160,"Somewhat happy",166,"Elementary school",400
"Inlands",56,"Never attended school",100,"Good",155,"Not too happy",165,NA,100
"Inlands",34,"Elementary school",500,"Not good",166,"Very happy",180,"Junior high school",500
"Inlands",31,"Junior high school",400,"Excellent",160,"Somewhat happy",168,"Junior high school",400
"Inlands",35,"Junior high school",300,"Fair",158,"Somewhat happy",165,"Junior high school",300
"Inlands",37,"Elementary school",800,"Good",160,"Somewhat happy",172,"Junior high school",800
"Inlands",44,"Never attended school",80,"Fair",155,"Somewhat happy",170,"Elementary school",80
"Inlands",38,"Elementary school",100,"Fair",158,"Not too happy",170,"Elementary school",100
"Inlands",37,"Elementary school",500,"Excellent",161,"Somewhat happy",173,"Junior high school",500
"Inlands",30,"Junior high school",0,"Fair",158,"Somewhat happy",170,"Junior high school",500
"Inlands",44,"Never attended school",100,"Fair",155,"Somewhat happy",160,"Elementary school",100
"Inlands",35,"Junior high school",500,"Good",155,"Somewhat happy",165,"Junior high school",500
"Inlands",61,"Never attended school",100,"Excellent",150,"Very happy",176,"Never attended school",600
"Inlands",32,"Elementary school",300,"Excellent",145,"Somewhat happy",160,"Elementary school",300
"Inlands",35,"Elementary school",300,"Good",160,"Somewhat happy",162,"Junior high school",300
"Inlands",55,"Elementary school",200,"Good",157,"Somewhat happy",170,"Elementary school",400
"Inlands",36,"Elementary school",200,"Not good",171,"Very happy",175,"Never attended school",200
"Inlands",36,"Elementary school",400,"Good",154,"Somewhat happy",160,"Never attended school",500
"Inlands",38,"Junior high school",200,"Good",162,"Somewhat happy",170,"Elementary school",200
"Inlands",45,"Elementary school",200,"Good",158,"Somewhat happy",162,"Never attended school",200
"Inlands",36,"Elementary school",600,"Good",156,"Somewhat happy",165,"Elementary school",800
"Coastal Easth",34,"Junior college",700,"Fair",168,"Somewhat happy",173,"University",600
"Coastal Easth",40,"Senior high school",600,"Good",168,"Very happy",175,"Junior high school",700
"Coastal Easth",24,"Senior high school",800,"Good",159,"Somewhat happy",178,"Senior high school",4000
"Coastal Easth",27,"Junior college",1000,"Fair",167,"Somewhat happy",178,"Junior college",1000
"Coastal Easth",53,"Junior high school",600,"Good",155,"Somewhat happy",166,"Senior high school",800
"Coastal Easth",37,"Senior high school",700,"Fair",166,"Somewhat happy",183,"Senior high school",1000
"Coastal Easth",36,"Junior college",800,"Excellent",165,"Very happy",176,"Junior college",800
"Coastal Easth",42,"Junior high school",700,"Good",153,"Somewhat happy",175,"Junior high school",800
"Coastal Easth",32,"Junior high school",300,"Excellent",156,"Somewhat happy",168,"Senior high school",300
"Coastal Easth",55,"Junior high school",700,"Fair",165,"Somewhat happy",172,"Senior high school",1000
"Coastal Easth",31,"Junior high school",900,"Fair",162,"Somewhat happy",174,"Junior high school",1000
"Coastal Easth",41,"Senior high school",800,"Fair",152,"Somewhat happy",170,"Junior high school",1000
"Coastal Easth",38,"Senior high school",500,"Good",167,"Somewhat happy",180,"Senior high school",600
"Coastal Easth",32,"Junior high school",0,"Fair",150,"Somewhat happy",170,"Junior high school",1000
"Coastal Easth",50,"Junior high school",600,"Not good",142,"Somewhat happy",158,"Junior college",600
"Coastal Easth",40,"Senior high school",700,"Excellent",154,"Very happy",165,"Senior high school",700
"Coastal Easth",26,"Senior high school",600,"Fair",153,"Somewhat happy",175,"Senior high school",1000
"Coastal Easth",41,"Senior high school",800,"Fair",157,"Somewhat happy",178,"Junior college",2000
"Coastal Easth",44,"Junior high school",300,"Good",155,"Very happy",176,"Junior high school",1000
"Coastal Easth",34,"Junior high school",600,"Fair",161,"Somewhat happy",174,"Senior high school",400
"Coastal Easth",42,"Senior high school",2000,"Good",164,"Somewhat happy",178,"Junior high school",500
"Coastal Easth",38,"Junior high school",900,"Good",158,"Somewhat happy",170,"Senior high school",1000
"Coastal Easth",38,"Junior college",700,"Good",163,"Somewhat happy",175,"Junior college",2000
"Coastal Easth",37,"Senior high school",800,"Good",160,"Somewhat happy",169,"Senior high school",900
"Coastal Easth",32,"Junior high school",900,"Excellent",160,"Somewhat happy",172,"Senior high school",2000
"Coastal Easth",28,"Junior high school",500,"Fair",165,"Somewhat happy",175,"Junior high school",1000
"Coastal Easth",46,"Junior high school",300,"Fair",158,"Somewhat happy",168,"Senior high school",2000
"Coastal Easth",37,"Junior high school",400,"Fair",162,"Somewhat happy",168,"Senior high school",800
"Coastal Easth",40,"Senior high school",600,"Fair",164,"Somewhat happy",175,"Junior college",1000
"Coastal Easth",42,"Senior high school",1000,"Good",156,"Somewhat happy",175,"Senior high school",800
"Coastal Easth",38,"Senior high school",1000,"Good",162,"Somewhat happy",173,"Junior high school",2000
"Coastal Easth",38,"Junior high school",400,"Excellent",160,"Not too happy",175,"Senior high school",700
"Coastal Easth",37,"Junior high school",700,"Good",160,"Somewhat happy",178,"Junior high school",300
"Coastal Easth",57,"Senior high school",1000,"Good",154,"Very happy",173,"University",2000
"Coastal Easth",35,"Junior high school",300,"Excellent",165,"Somewhat happy",178,"Junior high school",800
"Coastal Easth",48,"Elementary school",800,"Good",158,"Somewhat happy",175,"Senior high school",1000
"Coastal Easth",41,"Senior high school",700,"Fair",160,"Somewhat happy",165,"Junior high school",600
"Coastal Easth",25,"Elementary school",500,"Excellent",162,"Somewhat happy",166,"Junior high school",1000
"Coastal Easth",24,"Junior college",1000,"Good",156,"Somewhat happy",170,"Junior college",2000
"Coastal Easth",50,"Junior high school",700,"Fair",166,"Not too happy",174,"Senior high school",300
"Coastal Easth",50,"Junior college",800,"Good",156,"Somewhat happy",178,"Junior college",600
"Coastal Easth",58,"Junior high school",500,"Not good",162,"Somewhat happy",173,"Senior high school",800
"Coastal Easth",25,"Junior high school",400,"Fair",150,"Somewhat happy",170,"Junior high school",2000
"Coastal Easth",62,"Junior high school",500,"Fair",160,"Somewhat happy",163,"Senior high school",800
"Coastal Easth",42,"Junior high school",600,"Good",155,"Somewhat happy",170,"Senior high school",1000
"Coastal Easth",42,"Junior college",1000,"Fair",166,"Somewhat happy",172,"Junior college",1000
"Coastal Easth",26,"Senior high school",500,"Good",162,"Somewhat happy",170,"Senior high school",700
"Coastal Easth",23,"Junior college",1000,"Good",158,"Somewhat happy",174,"Senior high school",3000
"Coastal Easth",29,"Junior high school",500,"Fair",158,"Somewhat happy",180,"Junior high school",600
"Coastal Easth",28,"Senior high school",5000,"Fair",168,"Somewhat happy",172,"Senior high school",5000
"Coastal Easth",38,"Junior college",1000,"Good",156,"Somewhat happy",165,"Junior college",1000
"Coastal Easth",28,"Junior high school",100,"Good",160,"Somewhat happy",180,"Senior high school",1000
"Coastal Easth",43,"Senior high school",800,"Good",160,"Somewhat happy",175,"Senior high school",700
"Coastal Easth",41,"Senior high school",500,"Good",160,"Somewhat happy",176,"Junior high school",800
"Coastal Easth",29,"Junior high school",2000,"Fair",166,"Somewhat happy",171,"Senior high school",10000
"Central West",33,"Junior college",700,"Fair",168,"Not too happy",172,"Junior college",700
"Central West",47,"Junior high school",500,"Good",161,"Not too happy",180,"Junior high school",0
"Central West",40,"Junior college",800,"Fair",164,"Not too happy",173,"Junior college",800
"Central West",48,"Junior college",1000,"Excellent",159,"Somewhat happy",180,"Senior high school",700
"Central West",33,"Elementary school",500,"Excellent",160,"Very happy",170,"Junior high school",500
"Central West",33,"Junior high school",400,"Good",156,"Somewhat happy",174,"Junior high school",400
"Central West",28,"Senior high school",300,"Fair",160,"Somewhat happy",177,"Junior high school",300
"Central West",32,"Junior high school",300,"Good",158,"Somewhat happy",168,"Junior college",800
"Central West",62,"Elementary school",0,"Fair",164,"Not too happy",168,"Senior high school",700
"Central West",52,"Junior high school",600,"Not good",160,"Not too happy",170,"University",900
"Central West",36,"Never attended school",400,"Excellent",160,"Somewhat happy",167,"Junior high school",600
"Central West",36,"Senior high school",500,"Excellent",162,"Somewhat happy",178,"Senior high school",600
"Central West",45,"Junior college",800,"Fair",155,"Somewhat happy",171,"University",900
"Central West",39,"Senior high school",700,"Fair",155,"Somewhat happy",170,"Junior college",800
"Central West",39,"Junior college",800,"Fair",164,"Somewhat happy",181,"Senior high school",800
"Central West",61,"Senior high school",600,"Fair",155,"Somewhat happy",174,"Junior college",600
"Central West",31,"Junior high school",400,"Good",153,"Somewhat happy",170,"Senior high school",500
"Central West",57,"University",700,"Poor",150,"Not too happy",166,"University",800
"Central West",26,"Junior college",800,"Good",160,"Very happy",178,"Junior college",800
"Central West",45,"Junior high school",200,"Not good",159,"Very unhappy",168,"Junior high school",700
"Central West",22,"Senior high school",0,"Fair",165,"Somewhat happy",174,"Senior high school",0
"Central West",38,"Junior high school",500,"Excellent",154,"Very happy",170,"Junior high school",500
"Central West",32,"Junior high school",400,"Excellent",160,"Very happy",165,"Junior high school",400
"Central West",42,"Senior high school",400,"Good",160,"Somewhat happy",170,"Elementary school",0
"Central West",54,"Senior high school",0,"Fair",156,"Somewhat happy",174,"Senior high school",0
"Central West",30,"Junior high school",700,"Excellent",160,"Very happy",172,"Junior high school",0
"Central West",22,"Senior high school",500,"Excellent",158,"Somewhat happy",175,"Senior high school",800
"Central West",39,"Junior high school",5000,"Excellent",160,"Somewhat happy",180,"Senior high school",1000
"Central West",32,"University",600,"Excellent",160,"Very happy",174,"Senior high school",1000
"Central West",39,"Senior high school",700,"Not good",154,"Somewhat happy",181,"University",1000
"Central West",42,"Senior high school",400,"Excellent",158,"Somewhat happy",170,"Senior high school",400
"Central West",37,"Senior high school",800,"Fair",165,"Somewhat happy",174,"Senior high school",500
"Central West",35,"Elementary school",600,"Fair",166,"Somewhat happy",170,"Junior high school",600
"Central West",28,"Senior high school",800,"Good",163,"Somewhat happy",175,"Senior high school",600
"Central West",31,"Senior high school",2000,"Fair",167,"Somewhat happy",172,"Junior high school",2000
"Central West",62,"Elementary school",400,"Not good",160,"Somewhat happy",171,"Junior high school",600
"Central West",36,"Senior high school",400,"Good",158,"Somewhat happy",170,"Senior high school",700
"Central West",36,"Junior high school",400,"Good",167,"Somewhat happy",175,"Junior high school",600
"Central West",37,"Senior high school",600,"Not good",160,"Somewhat happy",178,"Senior high school",1000
"Central West",38,"Junior high school",0,"Excellent",165,"Very happy",170,"Senior high school",2000
"Central West",31,"Senior high school",300,"Good",160,"Somewhat happy",174,"Senior high school",1000
"Central West",48,"Junior high school",600,"Excellent",158,"Somewhat happy",165,"Elementary school",70
"Central West",35,"Senior high school",500,"Excellent",163,"Very happy",176,"Junior high school",700
"Central West",30,"Junior high school",100,"Fair",160,"Somewhat happy",165,"Junior high school",200
"Central West",23,"Junior high school",70,"Fair",160,"Somewhat happy",170,"Junior high school",70
"Central West",25,"Junior high school",300,"Fair",165,"Somewhat happy",170,"Elementary school",300
"Central West",34,"Junior high school",50,"Fair",166,"Somewhat happy",167,"Junior high school",50
"Central West",43,"Senior high school",400,"Not good",150,"Somewhat happy",160,"Junior high school",400
"Central West",25,"Elementary school",100,"Not good",170,"Somewhat happy",172,"Elementary school",100
"Central West",48,"Never attended school",500,"Excellent",155,"Very happy",167,"Junior high school",500
"Central West",34,"Elementary school",400,"Excellent",158,"Very happy",180,"Elementary school",400
"Central West",38,"Elementary school",100,"Excellent",156,"Very happy",160,"Senior high school",100
"Central West",36,"Elementary school",100,"Fair",165,"Not too happy",160,"Elementary school",100
"Central West",36,"Junior high school",300,"Good",178,"Somewhat happy",170,"Junior high school",300
"Central West",29,"Elementary school",80,"Excellent",157,"Not too happy",170,"Junior high school",80
"Central West",27,"Junior high school",100,"Good",165,"Somewhat happy",175,"Junior high school",100
"Central West",53,"Never attended school",100,"Good",160,"Somewhat happy",160,"Never attended school",100
"Central West",30,"Junior high school",80,"Excellent",153,"Not too happy",170,"Junior high school",80
"Central West",34,"Junior high school",90,"Fair",163,"Not too happy",167,"Junior high school",200
"Central West",50,"Elementary school",100,"Fair",160,"Somewhat happy",168,"Junior high school",100
"Central West",23,"Senior high school",0,"Not good",165,"Somewhat happy",175,"Junior high school",300
"Central West",40,"Never attended school",60,"Not good",158,"Not too happy",174,"Never attended school",60
"Central West",31,"Junior high school",300,"Good",164,"Not too happy",170,"Junior high school",0
"Central West",24,"Junior high school",200,"Excellent",168,"Very happy",171,"Elementary school",200
"Central West",30,"Elementary school",20,"Excellent",165,"Somewhat happy",170,"Junior high school",20
"Central West",23,"Junior high school",100,"Excellent",170,"Very happy",180,"Junior high school",100
"Central West",30,"Never attended school",200,"Excellent",160,"Very happy",180,"Junior high school",400
"Central West",54,"Never attended school",30,"Good",155,"Somewhat happy",164,"Never attended school",30
"Central West",38,"Never attended school",100,"Excellent",164,"Somewhat happy",170,"Junior high school",500
"Central West",43,"Never attended school",100,"Good",154,"Not too happy",160,"Never attended school",100
"Central West",43,"Elementary school",100,"Fair",167,"Somewhat happy",165,"Elementary school",100
"Central West",22,"Junior high school",0,"Good",160,"Somewhat happy",175,"Junior high school",500
"Central West",32,"Elementary school",100,"Good",154,"Not too happy",165,"Elementary school",100
"Central West",42,"Never attended school",100,"Good",154,"Somewhat happy",178,"Never attended school",100
"Central West",25,"Never attended school",80,"Good",165,"Somewhat happy",170,"Elementary school",80
"Central West",27,"Senior high school",200,"Fair",165,"Somewhat happy",178,"Junior high school",100
"Central West",32,"Junior high school",200,"Good",160,"Not too happy",173,"Senior high school",800
"Central West",45,"Junior high school",400,"Good",156,"Somewhat happy",175,"Junior college",400
"Central West",44,"Senior high school",300,"Good",149,"Somewhat happy",176,"Junior college",900
"Central West",44,"Senior high school",700,"Good",162,"Somewhat happy",178,"Junior high school",800
"Central West",59,"Junior high school",400,"Not good",163,"Not too happy",176,"Junior high school",500
"Central West",46,"Junior high school",200,"Good",155,"Somewhat happy",172,"Junior high school",500
"Central West",42,"Senior high school",400,"Fair",167,"Not too happy",177,"Senior high school",500
"Central West",46,"Senior high school",500,"Good",160,"Somewhat happy",184,"Senior high school",500
"Central West",39,"Senior high school",30,"Fair",160,"Somewhat happy",172,"Senior high school",500
"Central West",37,"Senior high school",80,"Not good",167,"Somewhat happy",180,"Senior high school",3000
"Central West",46,"Senior high school",300,"Not good",164,"Somewhat happy",174,"Senior high school",200
"Central West",38,"Senior high school",300,"Fair",159,"Not too happy",171,"Junior high school",7000
"Central West",39,"Senior high school",400,"Fair",164,"Somewhat happy",173,"Junior college",800
"Central West",43,"Senior high school",200,"Not good",158,"Somewhat happy",170,"Junior high school",600
"Central West",29,"Senior high school",800,"Fair",171,"Somewhat happy",180,"Senior high school",600
"Central West",45,"Senior high school",400,"Good",160,"Somewhat happy",170,"Senior high school",200
"Central West",54,"Elementary school",500,"Fair",154,"Somewhat happy",165,"Senior high school",300
"Central West",37,"Junior high school",200,"Excellent",165,"Somewhat happy",170,"Senior high school",300
"Central West",44,"Senior high school",900,"Excellent",160,"Somewhat happy",170,"Junior high school",300
"Central West",56,"Junior high school",300,"Good",151,"Somewhat happy",170,"Senior high school",700
"Central West",41,"Senior high school",300,"Fair",164,"Somewhat happy",176,"Senior high school",400
"Central West",39,"Senior high school",400,"Fair",157,"Not too happy",169,"Junior college",500
"Central West",45,"Senior high school",300,"Good",164,"Somewhat happy",183,"Junior college",500
"Central West",26,"Junior high school",200,"Good",162,"Somewhat happy",170,"Junior high school",400
"Coastal Easth",29,"Junior high school",1000,"Excellent",158,"Somewhat happy",173,"Junior high school",2000
"Coastal Easth",49,"Senior high school",1000,"Excellent",160,"Somewhat happy",167,"Elementary school",1000
"Coastal Easth",32,"Junior high school",1000,"Fair",165,"Not too happy",170,"Elementary school",1000
"Coastal Easth",47,"Elementary school",1000,"Good",150,"Not too happy",170,"Elementary school",300
"Coastal Easth",42,"Senior high school",500,"Fair",165,"Somewhat happy",174,"Junior high school",200
"Coastal Easth",50,"Junior high school",0,"Fair",160,"Somewhat happy",162,"Senior high school",1000
"Coastal Easth",52,"Elementary school",100,"Fair",150,"Somewhat happy",175,"Elementary school",100
"Coastal Easth",40,"Junior high school",800,"Fair",160,"Somewhat happy",168,"Senior high school",800
"Coastal Easth",44,"Junior high school",80,"Fair",163,"Somewhat happy",168,"Senior high school",80
"Coastal Easth",52,"Elementary school",300,"Good",160,"Somewhat happy",165,"Elementary school",300
"Coastal Easth",24,"Junior high school",300,"Good",156,"Somewhat happy",171,"Senior high school",1000
"Coastal Easth",33,"Junior high school",400,"Fair",151,"Somewhat happy",172,"Junior high school",400
"Coastal Easth",27,"Junior high school",800,"Good",160,"Very happy",165,"Junior high school",1000
"Coastal Easth",35,"Junior high school",700,"Good",156,"Somewhat happy",170,"Junior high school",800
"Coastal Easth",34,"Junior high school",800,"Good",156,"Somewhat happy",174,"Junior high school",1000
"Coastal Easth",40,"Elementary school",400,"Excellent",160,"Not too happy",168,"Junior high school",100
"Coastal Easth",38,"Senior high school",300,"Fair",161,"Very happy",178,"Junior high school",1000
"Coastal Easth",51,"Elementary school",700,"Fair",162,"Somewhat happy",170,"Junior high school",0
"Coastal Easth",31,"Junior high school",500,"Not good",162,"Somewhat happy",178,"Junior high school",2000
"Coastal Easth",24,"Junior high school",400,"Excellent",158,"Somewhat happy",161,"Junior high school",6000
"Coastal Easth",54,"Elementary school",300,"Not good",158,"Very happy",178,"Junior high school",900
"Coastal Easth",39,"Senior high school",200,"Fair",163,"Very happy",169,"Junior high school",2000
"Coastal Easth",34,"Junior high school",500,"Fair",155,"Not too happy",174,"Junior high school",800
